"","player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","espn_link","espn_number","espn_id","first_season","last_season"
"1433","Zach Collins","Zach","Collins","zach","collins",NA,"4066650/zach-collins",4066650,"zach-collins",2018,2019
"1434","Abdel Nader","Abdel","Nader","abdel","nader",NA,"2595435/abdel-nader",2595435,"abdel-nader",2018,2019
"1435","Alex Caruso","Alex","Caruso","alex","caruso",NA,"2991350/alex-caruso",2991350,"alex-caruso",2018,2019
"1436","Ante Zizic","Ante","Zizic","ante","zizic",NA,"4017838/ante-zizic",4017838,"ante-zizic",2018,2019
"1437","Cedi Osman","Cedi","Osman","cedi","osman",NA,"3893016/cedi-osman",3893016,"cedi-osman",2018,2019
"1438","Davon Reed","Davon","Reed","davon","reed",NA,"3059262/davon-reed",3059262,"davon-reed",2018,2019
"1439","Derrick White","Derrick","White","derrick","white",NA,"3078576/derrick-white",3078576,"derrick-white",2018,2019
"1440","Dwayne Bacon","Dwayne","Bacon","dwayne","bacon",NA,"3907821/dwayne-bacon",3907821,"dwayne-bacon",2018,2019
"1441","Jabari Bird","Jabari","Bird","jabari","bird",NA,"3064308/jabari-bird",3064308,"jabari-bird",2018,2018
"1442","Kyle Collinsworth","Kyle","Collinsworth","kyle","collinsworth",NA,"2528327/kyle-collinsworth",2528327,"kyle-collinsworth",2018,2018
"1443","Milton Doyle","Milton","Doyle","milton","doyle",NA,"2992564/milton-doyle",2992564,"milton-doyle",2018,2018
"1444","Monte Morris","Monte","Morris","monte","morris",NA,"3059310/monte-morris",3059310,"monte-morris",2018,2019
"1445","Naz Mitrou-Long","Naz","Mitrou-Long","naz","mitrou-long",NA,"2990968/naz-mitrou-long",2990968,"naz-mitrou-long",2018,2019
"1446","Nigel Hayes","Nigel","Hayes","nigel","hayes",NA,"3059409/nigel-hayes",3059409,"nigel-hayes",2018,2018
"1447","Sindarius Thornwell","Sindarius","Thornwell","sindarius","thornwell",NA,"3064539/sindarius-thornwell",3064539,"sindarius-thornwell",2018,2019
"1448","Terrance Ferguson","Terrance","Ferguson","terrance","ferguson",NA,"4230546/terrance-ferguson",4230546,"terrance-ferguson",2018,2019
"1449","Walt Lemon Jr.","Walt","Lemon Jr.","walt","lemon","jr","2528586/walt-lemon-jr.",2528586,"walt-lemon-jr.",2018,2019
"1450","Wes Iwundu","Wes","Iwundu","wes","iwundu",NA,"3074797/wes-iwundu",3074797,"wes-iwundu",2018,2019
"1451","Brandon Paul","Brandon","Paul","brandon","paul",NA,"2488911/brandon-paul",2488911,"brandon-paul",2018,2018
"1452","Caleb Swanigan","Caleb","Swanigan","caleb","swanigan",NA,"3906671/caleb-swanigan",3906671,"caleb-swanigan",2018,2019
"1453","Daniel Hamilton","Daniel","Hamilton","daniel","hamilton",NA,"3147351/daniel-hamilton",3147351,"daniel-hamilton",2018,2019
"1454","Devin Robinson","Devin","Robinson","devin","robinson",NA,"3137798/devin-robinson",3137798,"devin-robinson",2018,2019
"1455","Edmond Sumner","Edmond","Sumner","edmond","sumner",NA,"3136485/edmond-sumner",3136485,"edmond-sumner",2018,2019
"1456","Gian Clavell","Gian","Clavell","gian","clavell",NA,"3137694/gian-clavell",3137694,"gian-clavell",2018,2018
"1457","Guerschon Yabusele","Guerschon","Yabusele","guerschon","yabusele",NA,"4017844/guerschon-yabusele",4017844,"guerschon-yabusele",2018,2019
"1458","John Holland","John","Holland","john","holland",NA,"2282117/john-holland",2282117,"john-holland",2018,2019
"1459","Josh Magette","Josh","Magette","josh","magette",NA,"4064727/josh-magette",4064727,"josh-magette",2018,2018
"1460","Justin Patton","Justin","Patton","justin","patton",NA,"3912332/justin-patton",3912332,"justin-patton",2018,2019
"1461","Malcolm Miller","Malcolm","Miller","malcolm","miller",NA,"2580980/malcolm-miller",2580980,"malcolm-miller",2018,2019
"1462","Mangok Mathiang","Mangok","Mathiang","mangok","mathiang",NA,"2991054/mangok-mathiang",2991054,"mangok-mathiang",2018,2018
"1463","Marcus Paige","Marcus","Paige","marcus","paige",NA,"2982329/marcus-paige",2982329,"marcus-paige",2018,2018
"1464","Ryan Arcidiacono","Ryan","Arcidiacono","ryan","arcidiacono",NA,"2991047/ryan-arcidiacono",2991047,"ryan-arcidiacono",2018,2019
"1465","Semi Ojeleye","Semi","Ojeleye","semi","ojeleye",NA,"3056602/semi-ojeleye",3056602,"semi-ojeleye",2018,2019
"1466","T.J. Leaf","T.J.","Leaf","tj","leaf",NA,"4066425/t.j.-leaf",4066425,"t.j.-leaf",2018,2019
"1467","Alfonzo McKinnie","Alfonzo","McKinnie","alfonzo","mckinnie",NA,"2530923/alfonzo-mckinnie",2530923,"alfonzo-mckinnie",2018,2019
"1468","Antonius Cleveland","Antonius","Cleveland","antonius","cleveland",NA,"3064237/antonius-cleveland",3064237,"antonius-cleveland",2018,2018
"1469","D.J. Wilson","D.J.","Wilson","dj","wilson",NA,"3136491/d.j.-wilson",3136491,"d.j.-wilson",2018,2019
"1470","Dakari Johnson","Dakari","Johnson","dakari","johnson",NA,"3064516/dakari-johnson",3064516,"dakari-johnson",2018,2018
"1471","Derrick Walton Jr.","Derrick","Walton Jr.","derrick","walton","jr","3056273/derrick-walton-jr.",3056273,"derrick-walton-jr.",2018,2018
"1472","Furkan Korkmaz","Furkan","Korkmaz","furkan","korkmaz",NA,"3929325/furkan-korkmaz",3929325,"furkan-korkmaz",2018,2019
"1473","Ike Anigbogu","Ike","Anigbogu","ike","anigbogu",NA,"4066424/ike-anigbogu",4066424,"ike-anigbogu",2018,2019
"1474","Jacob Wiley","Jacob","Wiley","jacob","wiley",NA,"2995079/jacob-wiley",2995079,"jacob-wiley",2018,2018
"1475","James Webb III","James","Webb III","james","webb","iii","3079021/james-webb-iii",3079021,"james-webb-iii",2018,2018
"1476","Kadeem Allen","Kadeem","Allen","kadeem","allen",NA,"3134880/kadeem-allen",3134880,"kadeem-allen",2018,2019
"1477","Matt Costello","Matt","Costello","matt","costello",NA,"2999546/matt-costello",2999546,"matt-costello",2018,2018
"1478","Matt Williams Jr.","Matt","Williams Jr.","matt","williams","jr","2991295/matt-williams-jr.",2991295,"matt-williams-jr.",2018,2018
"1479","PJ Dozier","PJ","Dozier","pj","dozier",NA,"3923250/pj-dozier",3923250,"pj-dozier",2018,2019
"1480","Reggie Hearn","Reggie","Hearn","reggie","hearn",NA,"2488938/reggie-hearn",2488938,"reggie-hearn",2018,2018
"1481","Thomas Bryant","Thomas","Bryant","thomas","bryant",NA,"3934723/thomas-bryant",3934723,"thomas-bryant",2018,2019
"1482","Tony Bradley","Tony","Bradley","tony","bradley",NA,"4065673/tony-bradley",4065673,"tony-bradley",2018,2019
"1483","Vince Hunter","Vince","Hunter","vince","hunter",NA,"3057304/vince-hunter",3057304,"vince-hunter",2018,2018
"1484","Zhou Qi","Zhou","Qi","zhou","qi",NA,"3892894/zhou-qi",3892894,"zhou-qi",2018,2019
"1485","Ben Moore","Ben","Moore","ben","moore",NA,"3057189/ben-moore",3057189,"ben-moore",2018,2018
"1486","Charles Cooke","Charles","Cooke","charles","cooke",NA,"2988387/charles-cooke",2988387,"charles-cooke",2018,2018
"1487","Chris Boucher","Chris","Boucher","chris","boucher",NA,"3948153/chris-boucher",3948153,"chris-boucher",2018,2019
"1488","Erik McCree","Erik","McCree","erik","mccree",NA,"2994165/erik-mccree",2994165,"erik-mccree",2018,2018
"1489","Jacob Pullen","Jacob","Pullen","jacob","pullen",NA,"2282622/jacob-pullen",2282622,"jacob-pullen",2018,2018
"1490","London Perrantes","London","Perrantes","london","perrantes",NA,"3059286/london-perrantes",3059286,"london-perrantes",2018,2018
"1491","Trey McKinney-Jones","Trey","McKinney-Jones","trey","mckinney-jones",NA,"2327832/trey-mckinney-jones",2327832,"trey-mckinney-jones",2018,2018
"1492","Tyler Lydon","Tyler","Lydon","tyler","lydon",NA,"3934662/tyler-lydon",3934662,"tyler-lydon",2018,2019
"1493","Luka Doncic","Luka","Doncic","luka","doncic",NA,"3945274/luka-doncic",3945274,"luka-doncic",2019,2019
"1494","Trae Young","Trae","Young","trae","young",NA,"4277905/trae-young",4277905,"trae-young",2019,2019
"1495","Collin Sexton","Collin","Sexton","collin","sexton",NA,"4277811/collin-sexton",4277811,"collin-sexton",2019,2019
"1496","Deandre Ayton","Deandre","Ayton","deandre","ayton",NA,"4278129/deandre-ayton",4278129,"deandre-ayton",2019,2019
"1497","Jaren Jackson Jr.","Jaren","Jackson Jr.","jaren","jackson","jr","4277961/jaren-jackson-jr.",4277961,"jaren-jackson-jr.",2019,2019
"1498","Kevin Knox","Kevin","Knox","kevin","knox",NA,"4278075/kevin-knox",4278075,"kevin-knox",2019,2019
"1499","Marvin Bagley III","Marvin","Bagley III","marvin","bagley","iii","4277848/marvin-bagley-iii",4277848,"marvin-bagley-iii",2019,2019
"1500","Allonzo Trier","Allonzo","Trier","allonzo","trier",NA,"3907525/allonzo-trier",3907525,"allonzo-trier",2019,2019
"1501","Shai Gilgeous-Alexander","Shai","Gilgeous-Alexander","shai","gilgeous-alexander",NA,"4278073/shai-gilgeous-alexander",4278073,"shai-gilgeous-alexander",2019,2019
"1502","Jalen Brunson","Jalen","Brunson","jalen","brunson",NA,"3934672/jalen-brunson",3934672,"jalen-brunson",2019,2019
"1503","Kevin Huerter","Kevin","Huerter","kevin","huerter",NA,"4066372/kevin-huerter",4066372,"kevin-huerter",2019,2019
"1504","Landry Shamet","Landry","Shamet","landry","shamet",NA,"3914044/landry-shamet",3914044,"landry-shamet",2019,2019
"1505","Wendell Carter Jr.","Wendell","Carter Jr.","wendell","carter","jr","4277847/wendell-carter-jr.",4277847,"wendell-carter-jr.",2019,2019
"1506","Frank Jackson","Frank","Jackson","frank","jackson",NA,"4065651/frank-jackson",4065651,"frank-jackson",2019,2019
"1507","Josh Okogie","Josh","Okogie","josh","okogie",NA,"4065663/josh-okogie",4065663,"josh-okogie",2019,2019
"1508","Mikal Bridges","Mikal","Bridges","mikal","bridges",NA,"3147657/mikal-bridges",3147657,"mikal-bridges",2019,2019
"1509","Rodions Kurucs","Rodions","Kurucs","rodions","kurucs",NA,"4230548/rodions-kurucs",4230548,"rodions-kurucs",2019,2019
"1510","Harry Giles III","Harry","Giles III","harry","giles","iii","4065649/harry-giles-iii",4065649,"harry-giles-iii",2019,2019
"1511","Miles Bridges","Miles","Bridges","miles","bridges",NA,"4066383/miles-bridges",4066383,"miles-bridges",2019,2019
"1512","Mitchell Robinson","Mitchell","Robinson","mitchell","robinson",NA,"4351852/mitchell-robinson",4351852,"mitchell-robinson",2019,2019
"1513","Aaron Holiday","Aaron","Holiday","aaron","holiday",NA,"3922230/aaron-holiday",3922230,"aaron-holiday",2019,2019
"1514","Billy Garrett Jr.","Billy","Garrett Jr.","billy","garrett","jr","3059356/billy-garrett-jr.",3059356,"billy-garrett-jr.",2019,2019
"1515","Johnathan Williams","Johnathan","Williams","johnathan","williams",NA,"3064528/johnathan-williams",3064528,"johnathan-williams",2019,2019
"1516","Kenrich Williams","Kenrich","Williams","kenrich","williams",NA,"3133626/kenrich-williams",3133626,"kenrich-williams",2019,2019
"1517","Mo Bamba","Mo","Bamba","mo","bamba",NA,"4277919/mo-bamba",4277919,"mo-bamba",2019,2019
"1518","Omari Spellman","Omari","Spellman","omari","spellman",NA,"4065836/omari-spellman",4065836,"omari-spellman",2019,2019
"1519","Zhaire Smith","Zhaire","Smith","zhaire","smith",NA,"4277923/zhaire-smith",4277923,"zhaire-smith",2019,2019
"1520","Brandon Sampson","Brandon","Sampson","brandon","sampson",NA,"3907385/brandon-sampson",3907385,"brandon-sampson",2019,2019
"1521","Cameron Reynolds","Cameron","Reynolds","cameron","reynolds",NA,"3057240/cameron-reynolds",3057240,"cameron-reynolds",2019,2019
"1522","Chandler Hutchison","Chandler","Hutchison","chandler","hutchison",NA,"3149010/chandler-hutchison",3149010,"chandler-hutchison",2019,2019
"1523","De'Anthony Melton","De'Anthony","Melton","deanthony","melton",NA,"4066436/de'anthony-melton",4066436,"de'anthony-melton",2019,2019
"1524","Elie Okobo","Elie","Okobo","elie","okobo",NA,"4230550/elie-okobo",4230550,"elie-okobo",2019,2019
"1525","Grayson Allen","Grayson","Allen","grayson","allen",NA,"3135045/grayson-allen",3135045,"grayson-allen",2019,2019
"1526","Keita Bates-Diop","Keita","Bates-Diop","keita","bates-diop",NA,"3136779/keita-bates-diop",3136779,"keita-bates-diop",2019,2019
"1527","Bonzie Colson","Bonzie","Colson","bonzie","colson",NA,"3138192/bonzie-colson",3138192,"bonzie-colson",2019,2019
"1528","Bruce Brown","Bruce","Brown","bruce","brown",NA,"4065670/bruce-brown",4065670,"bruce-brown",2019,2019
"1529","Devonte' Graham","Devonte'","Graham","devonte","graham",NA,"3133601/devonte'-graham",3133601,"devonte'-graham",2019,2019
"1530","Donte DiVincenzo","Donte","DiVincenzo","donte","divincenzo",NA,"3934673/donte-divincenzo",3934673,"donte-divincenzo",2019,2019
"1531","Dusty Hannahs","Dusty","Hannahs","dusty","hannahs",NA,"3001309/dusty-hannahs",3001309,"dusty-hannahs",2019,2019
"1532","Jaron Blossomgame","Jaron","Blossomgame","jaron","blossomgame",NA,"2982240/jaron-blossomgame",2982240,"jaron-blossomgame",2019,2019
"1533","Jemerrio Jones","Jemerrio","Jones","jemerrio","jones",NA,"4067469/jemerrio-jones",4067469,"jemerrio-jones",2019,2019
"1534","Jevon Carter","Jevon","Carter","jevon","carter",NA,"3133635/jevon-carter",3133635,"jevon-carter",2019,2019
"1535","Jonah Bolden","Jonah","Bolden","jonah","bolden",NA,"3155533/jonah-bolden",3155533,"jonah-bolden",2019,2019
"1536","Marcus Derrickson","Marcus","Derrickson","marcus","derrickson",NA,"3934670/marcus-derrickson",3934670,"marcus-derrickson",2019,2019
"1537","Mitchell Creek","Mitchell","Creek","mitchell","creek",NA,"4236300/mitchell-creek",4236300,"mitchell-creek",2019,2019
"1538","Moritz Wagner","Moritz","Wagner","moritz","wagner",NA,"3150844/moritz-wagner",3150844,"moritz-wagner",2019,2019
"1539","Shake Milton","Shake","Milton","shake","milton",NA,"3915195/shake-milton",3915195,"shake-milton",2019,2019
"1540","Theo Pinson","Theo","Pinson","theo","pinson",NA,"3138154/theo-pinson",3138154,"theo-pinson",2019,2019
"1541","Troy Brown Jr.","Troy","Brown Jr.","troy","brown","jr","4278508/troy-brown-jr.",4278508,"troy-brown-jr.",2019,2019
"1542","Anfernee Simons","Anfernee","Simons","anfernee","simons",NA,"4351851/anfernee-simons",4351851,"anfernee-simons",2019,2019
"1543","BJ Johnson","BJ","Johnson","bj","johnson",NA,"3059280/bj-johnson",3059280,"bj-johnson",2019,2019
"1544","Brad Wanamaker","Brad","Wanamaker","brad","wanamaker",NA,"6507/brad-wanamaker",6507,"brad-wanamaker",2019,2019
"1545","Daryl Macon","Daryl","Macon","daryl","macon",NA,"4066243/daryl-macon",4066243,"daryl-macon",2019,2019
"1546","Duncan Robinson","Duncan","Robinson","duncan","robinson",NA,"3157465/duncan-robinson",3157465,"duncan-robinson",2019,2019
"1547","Emanuel Terry","Emanuel","Terry","emanuel","terry",NA,"4355392/emanuel-terry",4355392,"emanuel-terry",2019,2019
"1548","Hamidou Diallo","Hamidou","Diallo","hamidou","diallo",NA,"4080610/hamidou-diallo",4080610,"hamidou-diallo",2019,2019
"1549","Isaiah Briscoe","Isaiah","Briscoe","isaiah","briscoe",NA,"3936294/isaiah-briscoe",3936294,"isaiah-briscoe",2019,2019
"1550","Jerome Robinson","Jerome","Robinson","jerome","robinson",NA,"3943606/jerome-robinson",3943606,"jerome-robinson",2019,2019
"1551","Rawle Alkins","Rawle","Alkins","rawle","alkins",NA,"4066334/rawle-alkins",4066334,"rawle-alkins",2019,2019
"1552","Ray Spalding","Ray","Spalding","ray","spalding",NA,"3908806/ray-spalding",3908806,"ray-spalding",2019,2019
"1553","Ryan Broekhoff","Ryan","Broekhoff","ryan","broekhoff",NA,"2489693/ryan-broekhoff",2489693,"ryan-broekhoff",2019,2019
"1554","Tahjere McCall","Tahjere","McCall","tahjere","mccall",NA,"2992257/tahjere-mccall",2992257,"tahjere-mccall",2019,2019
"1555","Amile Jefferson","Amile","Jefferson","amile","jefferson",NA,"2982249/amile-jefferson",2982249,"amile-jefferson",2019,2019
"1556","Dairis Bertans","Dairis","Bertans","dairis","bertans",NA,"2585637/dairis-bertans",2585637,"dairis-bertans",2019,2019
"1557","Deonte Burton","Deonte","Burton","deonte","burton",NA,"3059358/deonte-burton",3059358,"deonte-burton",2019,2019
"1558","Gary Clark","Gary","Clark","gary","clark",NA,"3132042/gary-clark",3132042,"gary-clark",2019,2019
"1559","Gary Trent Jr.","Gary","Trent Jr.","gary","trent","jr","4277843/gary-trent-jr.",4277843,"gary-trent-jr.",2019,2019
"1560","Isaac Humphries","Isaac","Humphries","isaac","humphries",NA,"3926491/isaac-humphries",3926491,"isaac-humphries",2019,2019
"1561","J.P. Macura","J.P.","Macura","jp","macura",NA,"3136483/j.p.-macura",3136483,"j.p.-macura",2019,2019
"1562","Jared Terrell","Jared","Terrell","jared","terrell",NA,"3133843/jared-terrell",3133843,"jared-terrell",2019,2019
"1563","Jaylen Adams","Jaylen","Adams","jaylen","adams",NA,"3133874/jaylen-adams",3133874,"jaylen-adams",2019,2019
"1564","Jordan Loyd","Jordan","Loyd","jordan","loyd",NA,"2595592/jordan-loyd",2595592,"jordan-loyd",2019,2019
"1565","Jordan Sibert","Jordan","Sibert","jordan","sibert",NA,"2579279/jordan-sibert",2579279,"jordan-sibert",2019,2019
"1566","Julian Washburn","Julian","Washburn","julian","washburn",NA,"2579492/julian-washburn",2579492,"julian-washburn",2019,2019
"1567","Khyri Thomas","Khyri","Thomas","khyri","thomas",NA,"3912334/khyri-thomas",3912334,"khyri-thomas",2019,2019
"1568","Lonnie Walker IV","Lonnie","Walker IV","lonnie","walker","iv","4277890/lonnie-walker-iv",4277890,"lonnie-walker-iv",2019,2019
"1569","Robert Williams III","Robert","Williams III","robert","williams","iii","4066211/robert-williams-iii",4066211,"robert-williams-iii",2019,2019
"1570","Sviatoslav Mykhailiuk","Sviatoslav","Mykhailiuk","sviatoslav","mykhailiuk",NA,"3133602/sviatoslav-mykhailiuk",3133602,"sviatoslav-mykhailiuk",2019,2019
"1571","Troy Caupain","Troy","Caupain","troy","caupain",NA,"3074743/troy-caupain",3074743,"troy-caupain",2019,2019
"1572","Yuta Watanabe","Yuta","Watanabe","yuta","watanabe",NA,"3133838/yuta-watanabe",3133838,"yuta-watanabe",2019,2019
"1573","Alize Johnson","Alize","Johnson","alize","johnson",NA,"4067045/alize-johnson",4067045,"alize-johnson",2019,2019
"1574","Angel Delgado","Angel","Delgado","angel","delgado",NA,"3136479/angel-delgado",3136479,"angel-delgado",2019,2019
"1575","Brandon Goodwin","Brandon","Goodwin","brandon","goodwin",NA,"3057198/brandon-goodwin",3057198,"brandon-goodwin",2019,2019
"1576","Chimezie Metu","Chimezie","Metu","chimezie","metu",NA,"3914283/chimezie-metu",3914283,"chimezie-metu",2019,2019
"1577","Chris Chiozza","Chris","Chiozza","chris","chiozza",NA,"3137795/chris-chiozza",3137795,"chris-chiozza",2019,2019
"1578","Deng Adel","Deng","Adel","deng","adel",NA,"3908807/deng-adel",3908807,"deng-adel",2019,2019
"1579","DeVaughn Akoon-Purcell","DeVaughn","Akoon-Purcell","devaughn","akoon-purcell",NA,"3138256/devaughn-akoon-purcell",3138256,"devaughn-akoon-purcell",2019,2019
"1580","Drew Eubanks","Drew","Eubanks","drew","eubanks",NA,"3914285/drew-eubanks",3914285,"drew-eubanks",2019,2019
"1581","Dzanan Musa","Dzanan","Musa","dzanan","musa",NA,"4348696/dzanan-musa",4348696,"dzanan-musa",2019,2019
"1582","Haywood Highsmith","Haywood","Highsmith","haywood","highsmith",NA,"4291678/haywood-highsmith",4291678,"haywood-highsmith",2019,2019
"1583","Isaac Bonga","Isaac","Bonga","isaac","bonga",NA,"4348697/isaac-bonga",4348697,"isaac-bonga",2019,2019
"1584","Isaiah Hartenstein","Isaiah","Hartenstein","isaiah","hartenstein",NA,"4222252/isaiah-hartenstein",4222252,"isaiah-hartenstein",2019,2019
"1585","Jacob Evans","Jacob","Evans","jacob","evans",NA,"3934621/jacob-evans",3934621,"jacob-evans",2019,2019
"1586","Jarred Vanderbilt","Jarred","Vanderbilt","jarred","vanderbilt",NA,"4278077/jarred-vanderbilt",4278077,"jarred-vanderbilt",2019,2019
"1587","Joe Chealey","Joe","Chealey","joe","chealey",NA,"3058269/joe-chealey",3058269,"joe-chealey",2019,2019
"1588","Kostas Antetokounmpo","Kostas","Antetokounmpo","kostas","antetokounmpo",NA,"4066490/kostas-antetokounmpo",4066490,"kostas-antetokounmpo",2019,2019
"1589","Melvin Frazier Jr.","Melvin","Frazier Jr.","melvin","frazier","jr","3913546/melvin-frazier-jr.",3913546,"melvin-frazier-jr.",2019,2019
